Tweet_id,Name,Id,Follower_count,Tweet,Favourites_count,Retweet_count,Topic_name,Fav_R,Fol_R,Ret_R,Event_Engagement,User_Influence,Polarity,Sentiment_Score,User_Activity,Cred_Score
1211133075595251713,talialikeitis,3331666213,3102,Our “science” has failed us all. https://t.co/VRycp83sY0,620,206,science,0.6881303441141378,0.7338883523285128,0.6465875027668194,1.3347178468809573,0.4186153957962051,negative,0.19827586206896552,0.008620689655172414,0.08300132847683378
1211133077411549185,tommygunns33,861649250,504,No it wasn't.  He was hunkering down to sack a QB who quivered in fear.  That shit wasn't targeting at all.  So dumb.,100,33,0,0.33822761293430265,0.40804864449976963,0.2810654881869539,0.6192931011212566,0.16478431088823572,negative,0.15702479338842976,0.004132231404958678,0.02587522237087999
1211133078061477893,Shannon37031551,1194050475491909632,96,"@RealDeanCain @JAndrewDoyle Crown of the helmet straight to the kid’s helmet. We don’t need that in football. Players are learning to take a different approach to how they throw themselves into a tackle. Sucks to see him leave the game, but punishment must force players to change.",19,6,football,0.22336435257586987,0.3045482630065054,0.15803379889788075,0.3813981514737506,0.08667317982132136,negative,0.28488372093023256,0.001937984496124031,0.02469177797235318
1211133079449997315,futeye,3263046342,634,The Future of Medical Technology https://t.co/JBcWeff5hC #futuretech #medicaltechnology,126,42,technology,0.6502195098815245,0.712386014116858,0.5920698156691835,1.2422893255507081,0.52397980101304,positive,0.8285714285714286,0.02857142857142857,0.43415469226794745
1211133079466598400,melissakp,24596079,497,@BArgentavis @adgrunt @Aristot38316720 @australian Do you even science? Altering the amount of CO2 in the atmosphere is proven to have an effect on ten planet.,99,33,science,0.49273739827983726,0.5668925853417307,0.42756813810369465,0.920305536383532,0.28536207573810324,positive,0.8017241379310345,0.008620689655172414,0.2287816641693414
1211133078959116289,GriseldaX13,1196577579634806787,148,@realDonaldTrump Can you even handle a day without a hamberder? Can you even science? https://t.co/bNwrzq4F9q,29,9,science,0.36391644199720763,0.4567513642977344,0.2791864343320226,0.6431028763292302,0.19583303627184626,positive,0.8017241379310345,0.008620689655172414,0.15700407218346293
1211133080213307393,CroquetaPapii,1157141052182028289,110,"People acting like the refs are giving the game to Clemson LMAO y’all don’t know anything about football! Ohio state gave the game to Clemson! Clearly targeting, Clearly Roughing the kicker. Stop being sore losers",22,7,football,0.23378512216498207,0.3135234661000537,0.16887832492022684,0.4026634470852089,0.09181395356077389,negative,0.28488372093023256,0.001937984496124031,0.02615630072370884
1211133081509187585,manitsk,42592049,214,"@Thiraivimarsaga @nimumurali To be more precise you should go through the brilliance of jumla modi who did fake degree called ""Entire political science"" and oh god don't know in which world they are having such degree🤣🤣😂🤣",42,14,science,0.40243549848723464,0.4902223358356198,0.3283487250648147,0.7307842235520494,0.22462046481619916,positive,0.8017241379310345,0.008620689655172414,0.18008364851643552
1211133083086446592,thatsREALslim,829124819836862465,200,"Side note not about football or sports: 

It’s fuggin gross outside in Atlanta. It’s like 70 degrees and muggy asf. Where’s the cold?",40,13,football,0.27688709960693136,0.3530523142407677,0.21432657387128967,0.49121367347822104,0.11326707313993367,negative,0.28488372093023256,0.001937984496124031,0.032267945254981105
1211133084432769024,Waylon_JD,714282200,1109,As good as Joe Burrow is.. I don’t trust a dominant college football quarterback to be worth a damn in the NFL.,221,73,football,0.4028282320924992,0.46681146479356306,0.3495473610192274,0.7523755931117266,0.17672783704682202,positive,0.7151162790697675,0.001937984496124031,0.12638095323697157
1211133085250707456,samanthamtaylor,171970812,383,"Come on refs...y’all really gonna make the bad calls on Ohio to help Clemson win????  And before Clemson fans start talking crap, if you are true football fans, you know dang well that... https://t.co/qZ0IFRJR1a",76,25,football,0.3238778359245176,0.39614696134444544,0.2646007953293903,0.5884786312539079,0.13688805574131135,negative,0.28488372093023256,0.001937984496124031,0.038997178670489865
1211133087347871744,NNJ_Taxman,716674418907422720,734,@jsaustin427lsx Yea.  I get it.  What used to be a football play is now grounds for ejection.,146,48,football,0.37209090867687855,0.43936744988876036,0.3160675977957615,0.6881585064726401,0.16108659786684773,positive,0.7151162790697675,0.001937984496124031,0.11519564847454809
1211133087616094213,eurojournalENG,1092550866819780608,234,Starwatch: the young moon draws close to Saturn in Sagittarius | Science https://t.co/g1AwFVRebp,46,15,science,0.4119525740942671,0.4983413049661673,0.3361739644656445,0.7481265385599116,0.22991489563519965,positive,0.8017241379310345,0.008620689655172414,0.1843283215006342
1211133089126244355,AnHoNaxBTS,1108118726295998464,1971,A WHAAAAT NOWWWW,394,131,0,0.4381736626140081,0.4973501227089535,0.38917946605624437,0.8273531286702525,0.2223863499697884,positive,0.8429752066115702,0.004132231404958678,0.18746617931337534
1211133089281429504,Chaewoncity,929339419064258560,191,Sooo smol😭😭💞,38,12,0,0.26849086733192995,0.3446531805260117,0.2044370501249901,0.4729279174569201,0.12415830402653305,positive,0.8429752066115702,0.004132231404958678,0.10466237198930885
1211133091613413377,AnDRoo_______,312451530,2621,@sethcantor @Jomboy_ They are well compensated for their analysis and comments on FOOTBALL. A huge difference here.,524,174,football,0.4670043148378133,0.5240353629127182,0.41944935039774167,0.886453665235555,0.2093849895997717,positive,0.7151162790697675,0.001937984496124031,0.1497346146556507
1211133093249191936,JaniceRoyer2,861364662016901121,9,"@SonnyDalesandro Soccer
Basketball
Football
Baseball
Golf",1,0,0,0.05079856862619741,0.15094512112258818,0.0,0.05079856862619741,0.010007546591281556,positive,0.8429752066115702,0.004132231404958678,0.008436113655460485
1211133099217698816,BarningKnight,2535674134,400,I don’t know what it is in college football but I feel like teams scoring after being put on the 1 happens a lot.,80,26,football,0.32765387582399313,0.39903079118921864,0.2676658121831627,0.5953196880071558,0.13847401544052196,positive,0.7151162790697675,0.001937984496124031,0.0990250226696756
1211133098844274688,222_football,991029308146798592,22,"@ManCity title defence in tatters after astonishing game!

Follow us @222_football to see more interesting news from football world!

#manchestercity #mancity #mancityfans #fcmancity #222football #222_football https://t.co/JAd13A2XWH",4,1,football,0.12000106301068741,0.20873653474838005,0.056292774973408954,0.17629383798409637,0.037857595271431864,positive,0.7151162790697675,0.003875968992248062,0.02707258266503558
1211133104221372416,RatnakarOdisha,995477395845988352,917,"@BBSRBuzz Pardon me, assuming the person whom you have quoted to be ""media"" is a fallacy. It's like acknowledging pak science minister as a scientist.

But i fully agree with the statement that #media should have raised this 3 days back and @cpbbsrctc must apply this for all pol parties.",183,61,science,0.557980220843762,0.6227181059021373,0.5004114447173673,1.0583916655611292,0.32973473457308317,positive,0.8017241379310345,0.008620689655172414,0.2643562958215236
1211133105047789568,CotiHowell,805322958,11425,@mark_taras Football problems 😂🙃,2285,761,football,0.5766953021738817,0.6220264838515328,0.5389271668003711,1.1156224689742529,0.26520321897556226,positive,0.7151162790697675,0.001937984496124031,0.18965113915112883
1211133105031000064,blaxkplague,4836078733,96,i could never put into words how much love i have for the earth. it’s beyond the word “beautiful”. i just love this planet and nature so fucking much. i sound so annoying !! but it’s true 🥺we are so blessed but we are just filled with evil and we destroy the earths pureness :(,19,6,nature,0.34997406041754087,0.4498581166660662,0.26078851924936336,0.6107625796669043,0.20054516098708305,positive,0.7439024390243902,0.012195121951219513,0.14918603439283007
1211133108881416192,ShawnDowney18,1210966831445315585,0,"New Arrival Men's Winter Jacket
Regular price
$117.45
Sale price
$78.30 https://t.co/FUz93bOBfo",0,0,winter,0.0,0.0,0.0,0.0,0.0014835972299555402,positive,0.8188405797101449,0.0072992700729927005,0.0012148296158331596
1211133116913344512,mdingler,256434142,202,"fields doesn’t look ready for this level of football. nebraska and michigan state, sure. but not the big boys.",40,13,football,0.27688709960693136,0.3537114496449185,0.21432657387128967,0.49121367347822104,0.11326707313993367,positive,0.7151162790697675,0.001937984496124031,0.08099912788495257
1211133118507180032,AvinashVedant,891307553862418435,1,"""In nature, nothing is perfect and everything is perfect. Trees can be contorted, bent in weird ways, and they're still beautiful.""
#naturephotography https://t.co/3D1RDKoAYZ",0,0,nature,0.0,0.06816122082560545,0.0,0.0,0.0027673925355672243,positive,0.7439024390243902,0.012195121951219513,0.00205867005694635
1211133120789073921,sunriseharry,44384203,19851,Sorry for the football tweet but damn refs can’t play fair and obviously favor one team 🙄,3970,1323,football,0.6178688776880521,0.6588018147920868,0.5837947725109648,1.2016636501990168,0.28616168027801886,positive,0.7151162790697675,0.001937984496124031,0.2046388760127693
1211133121556439042,Hellolemur,126973077,798,@jeffreadwrite Enjoy the dark nights of winter! Healthy thoughts for you,159,53,winter,0.5178594828414579,0.5857620951836904,0.45841544074409535,0.9762749235855532,0.29308846032973745,positive,0.8188405797101449,0.0072992700729927005,0.23999272476275602
1211133122189938688,Zoe_Eclass,3189347727,368,This the new spot in Winter Haven pull up on me tonight #FinalDestinationLastSaturday.. https://t.co/2KneVc3FuI,73,24,winter,0.4391772586373954,0.5180508212131187,0.36991433476110136,0.8090915933984968,0.24111987751922295,positive,0.8188405797101449,0.0072992700729927005,0.19743874028747965
1211133123179827202,markspotsthex,107891545,115,"@_WilliamsonBen I’ve had 4 concussions from football. I lose words from my vocabulary regularly. I forget names for friends and co-workers I’ve known for years.

If you don’t punish them severely, players won’t try to avoid making plays that could maim others. Ejection is the least refs can do.",23,7,football,0.23695840330377196,0.31645663355542075,0.16887832492022684,0.4058367282239988,0.09232199501090194,negative,0.28488372093023256,0.001937984496124031,0.02630103346240811
1211133127151833090,__hazedemotions,331300167,2729,all I see is football down my tl.,545,181,football,0.46992864465138956,0.5267224953502689,0.422634594227271,0.8925632388786606,0.21087308735756252,negative,0.28488372093023256,0.001937984496124031,0.0600743097704684
1211133128288428032,armyingmx,1195071555950305281,25,"@cokodive WINTER ❄️ 💜 
@pm_2093 @MexiNoonas @steloonarmy @Missjeonjkk @ShookyCooky95",5,1,winter,0.18282716334277427,0.285555347063988,0.07965671623846002,0.2624838795812343,0.07102463833919635,positive,0.8188405797101449,0.0072992700729927005,0.05815785603137093
1211133131916480512,_kcrene,410411177,321,Ya know it’s bad when @ColinCowherd sides with @OhioStateFB,64,21,0,0.30592766464232835,0.37854860831112114,0.2463688412160639,0.5522965058583922,0.14625736682232823,negative,0.15702479338842976,0.004132231404958678,0.02296603280681187
1211133132063293442,puckandrally,56609913,1250,"I'll be completely honest and say that I don't get that much pure fun anymore, given the nature of what I am. Julia Gaynor scoring twice at DU was pure fun, and so was this. Can't say enough about what a great event it was.",250,83,nature,0.6455066822309394,0.7013016725262968,0.5938126961291194,1.239319378360059,0.41875306614688473,positive,0.7439024390243902,0.012195121951219513,0.3115114272556094
1211133132054896640,DarrenLGardner,851560361623003142,124,So well put!!!! Just. So. Well. Put!,24,8,0,0.23590124734646295,0.316518335896669,0.17512786743567546,0.41102911478213844,0.10754161243437695,positive,0.8429752066115702,0.004132231404958678,0.09065491296121031
1211133135204827139,TheSaudSiddiqui,1074801513124499456,66,"@ESPNcricinfo Ponting - One of the only true aggressive world captains in world cricket, let alone for Australia.",13,4,cricket,0.41127745609826116,0.5239368755976324,0.30263286919006016,0.7139103252883213,0.2803051670152775,positive,0.926829268292683,0.024390243902439025,0.259795032843428
1211133136584790016,LZingarella,636485008,169,@rubinonoah25 If you think a play like that is a reason that a player gets CTE and can’t enjoy life past football then you’ve never watched the guts of football where linemen go head to head every play which is the part of football thats scientifically the worst for the brain,33,11,football,0.2629284474061323,0.34190105134617216,0.2018074873412055,0.46473593474733776,0.10702369198665605,negative,0.28488372093023256,0.001937984496124031,0.03048930760084969
1211133137515950080,KITTYKOTZ,155553683,94,"@KierstenWarren Evergreens are winter, not holiday. Keep it until it’s falling apart!",18,6,winter,0.3004440246819628,0.39912380774860057,0.22362467440698658,0.5240686990889494,0.15345438426508723,positive,0.8188405797101449,0.0072992700729927005,0.12565467697068736
1211133137700478976,TMartin0021,869746410228523008,117,Mad respect,23,7,0,0.23290953224142535,0.3127404805445342,0.16574007336702834,0.3986496056084537,0.10357594469896007,negative,0.15702479338842976,0.004132231404958678,0.016263991316365634
1211133137985527809,foster_emmy,3241888981,783,Drew Brees is the MOST underrated football player of all time. Do not argue with me.,156,52,football,0.37699799836793657,0.4436639168353752,0.3224405372143125,0.699438535582249,0.16391283334295537,positive,0.7151162790697675,0.001937984496124031,0.11721673547199717
1211133138346229760,roncaruthers,16524225,6584,"Read this as many times as you need to until you grasp the lesson here.

Absolutely brilliant tweet.

Marketing, business and human nature all summed up.

Learn from this.

👇",1316,438,nature,0.8391613599400443,0.86462288627921,0.8154372354138897,1.654598595353934,0.5632832076289052,positive,0.7439024390243902,0.012195121951219513,0.41902775201662457
1211133138757443585,redwolverines,2314475022,82,"@QW5kcmV3 Part of me wants to agree with your stance on open source attack, pivot afterwards, software.
  The other part knows that ship has already sailed...",16,5,software,0.40677396432985147,0.5153910649710897,0.30542388569054946,0.7121978500204009,0.343921604832861,positive,0.8181818181818182,0.045454545454545456,0.281390403954159
1211133139088760833,AlisonLitthong,492763002,648,Guess who was watching TikToks and football and didn’t try on outfits?? ME!!! And guess who’s at target freaking tf out?!,129,43,football,0.36292751884563856,0.43108336140896353,0.3073265555906632,0.6702540744363017,0.1568206646636739,positive,0.7151162790697675,0.001937984496124031,0.11214501019553424
1211133139541798912,OGLemonade,1070031114700513282,127,Back to football only sport that actually matters 🤭,25,8,football,0.24292645583495112,0.32300999907433225,0.17844387478877516,0.4213703306237263,0.09634036248533956,positive,0.7151162790697675,0.001937984496124031,0.06889456154474864
1211133140049240064,BABIESBUSAN,1204196906202812418,324,updating !!,64,21,0,0.30592766464232835,0.37915653816877,0.2463688412160639,0.5522965058583922,0.14625736682232823,positive,0.8429752066115702,0.004132231404958678,0.12329133401551635
1211133140263227392,GodElJay,1079490250928504833,271,Pick the football,54,18,football,0.29879017907476485,0.3731901949808527,0.23912762761763237,0.5379178066923972,0.1247150341891563,positive,0.7151162790697675,0.001937984496124031,0.0891857511934083
1211133140476911617,_wintaebear,864036155930497024,1253,can y'all drop cute pictures of taehyung? 👉👈 i need it for science,250,83,science,0.5912044931215307,0.6511874510546075,0.5372326725345867,1.1284371656561174,0.3522160010718545,positive,0.8017241379310345,0.008620689655172414,0.28238006982484887
1211133142246912000,cricketit2,1146303807795552257,5,"#PeterSiddle announces retirement from international Cricket. 

#Australia #RickyPonting #Cricket #Cricketit #LoveCricket #CricketLove #Retirement #Cricketfamily https://t.co/FHEm8s6d7l",1,0,cricket,0.10802183261548809,0.22326694079858717,0.0,0.10802183261548809,0.03565625606276147,positive,0.926829268292683,0.024390243902439025,0.03304726171670575
1211133142834335750,jeffhochberg,18497421,58,@RGT_85 would you please use your resources to find out what’s going on with the Panzer Dragoon remake for the Switch? Last we heard it was supposed to be released this winter. No new news since E3. #anxious,11,3,winter,0.25355436472065457,0.3573751134667045,0.15931343247692004,0.4128677971975746,0.11778104600069154,negative,0.18115942028985507,0.0072992700729927005,0.021337146014618034
1211133142783803393,kimmbelle,36987777,1429,So sad! 😭,285,95,0,0.4145097840822782,0.4762825803576311,0.36379738932955163,0.7783071734118299,0.20882670770413836,negative,0.15702479338842976,0.004132231404958678,0.032790970631228336
1211133143685554177,ProbablePiper,14634078,222,@MarieZastava I was shivering up a storm and there were definitely people in winter jackets,44,14,winter,0.3884233998818443,0.4739107002555344,0.3112100755490958,0.6996334754309401,0.20694040005483477,positive,0.8188405797101449,0.0072992700729927005,0.1694511971463502
1211133143216001025,TheDrewYariShow,983771423083769857,260,"2010: Kick-Ass
2011: First Class
2012: AVENGERS
2013: The Wolverine 
2014: Winter Soldier
2015: Ant-Man
2016: Deadpool
2017: Logan
2018: Infinity War
2019: Endgame https://t.co/6bxjs1tX3s",52,17,winter,0.40511978346637106,0.4877014961387859,0.33216253257555023,0.7372823160419213,0.21885127908483265,positive,0.8188405797101449,0.0072992700729927005,0.17920430823613107
1211133144746868736,mysportscores,1276237820,359,Northern Districts 68/2 * v Otago  #Cricket,71,23,cricket,0.6664866057559166,0.7334536040656691,0.5975897185521536,1.2640763243080702,0.5078819672500622,positive,0.926829268292683,0.024390243902439025,0.4707198720854235
1211133146403487744,equalearth,990208711,160,GROWTH psychosis fuels media pomoted/vested interests sponsored political/economic/demographic debt growth that fuels #climatechange/#nature wipeout; from fixed football to electioneering=mass incitement to congregate to connive/collude in global loss of reality=65yrs deception,32,10,football,0.26070258502007565,0.33827992200197277,0.19474100564384528,0.4554435906639209,0.10626627316855679,positive,0.7151162790697675,0.013565891472868217,0.0759927418589098
1211133146877612032,ItsMeHarsh_3,429406796,221,Now thats the Clemson football team I know and love,44,14,football,0.28382800092268395,0.3596677516821012,0.219929713144318,0.503757714067002,0.11617243171659102,positive,0.7151162790697675,0.001937984496124031,0.08307679709965521
1211133147242360832,btb0YqzqCUBHDBX,1185544883001380864,4,Winter Down Jacket Coats Men Fashion 2 in 1 Outwear Thicken Warm Down Parka Patchwork Waterproof Hood Men Jacket Size L-5XL 6XL https://t.co/TBroFRNBl7,0,0,winter,0.0,0.1410589269838356,0.0,0.0,0.008901583379733242,positive,0.8188405797101449,0.043795620437956206,0.007288977694998959
1211133147745787904,CaryLNabors,26625539,392,I feel like I will bring my grandkids to Clemson football games and the band will STILL be playing “All of the Lights”,78,26,football,0.3257897574146262,0.39768924187239874,0.2676658121831627,0.5934555695977889,0.13817557058849528,positive,0.7151162790697675,0.001937984496124031,0.09881159989758674
1211133148379127809,jjeffrose,16755855,31785,Joe Burrows scored more points than my entire team last week in fantasy football.,6357,2119,football,0.6529643660937509,0.6901387275465721,0.6220266378844698,1.2749910039782206,0.30402228102362716,positive,0.7151162790697675,0.001937984496124031,0.21741128235991944
1211133148513415168,coachmac311,1054028747987451904,168,@OfficUnofficPod @DrivelineBB This is somehow game related? @DrivelineBB  should focus on Cricket...global lock,33,11,0,0.25843583027448463,0.3362886284753147,0.1980573159625233,0.45649314623700793,0.12000185217362533,negative,0.15702479338842976,0.004132231404958678,0.018843266043792408
1211133149108953088,NilsHeadley,1247894310,333,@KPMarie48 @Fiesta_Bowl @espncollegenews Do you watch much football?,66,22,football,0.3135054667607549,0.3868600451073599,0.2546438552705911,0.568149322031346,0.132039235441163,positive,0.7151162790697675,0.001937984496124031,0.09442340673990146
1211133149440286720,jeunkoo,1149162758396686337,84,"@shawnxniallx Stream winter bear, singularity y stigma",16,5,winter,0.28909480749771554,0.38937545484816755,0.2059096244070051,0.49500443190472065,0.1439463561061495,positive,0.8188405797101449,0.0072992700729927005,0.11786911768112242
1211133152812584960,IKudinenko,755090798048337920,318,"Daily Giveaway on @Allkeyshop.com Win Games or Premium Prize
Today Game = Football manager 2020
Premium Prize = PS4
https://t.co/rEj4RqWqBP

#Giveaway #PS4 #Footballmanager2020",63,21,football,0.3100898686955473,0.38380106295329,0.25103378061725423,0.5611236493128016,0.13033645516999334,positive,0.7151162790697675,0.001937984496124031,0.09320572084830919
1211133156918747138,oncelstay2,1197110687815872512,198,@weareoneEXO bad dream,39,13,0,0.2703463295518237,0.34700065606169755,0.21034376137204794,0.4806900909238716,0.12664856450969947,negative,0.15702479338842976,0.004132231404958678,0.019886964675076776
1211133157379997696,Artfull01,4874464340,2215,"The way progress happens is through improved technology. Instead of just going around bitching and not contributing anything, she could get her butt in school, learn environmental engineering, and truly change the world. But...that would require this brat actually does something.",443,147,technology,0.8182227458531337,0.8503494527438674,0.7866368336643845,1.6048595795175182,0.6806838036384859,positive,0.8285714285714286,0.02857142857142857,0.5639951515861741
1211133158521024513,ARKlaussen,32273292,300,"On a glorious winter day, I wanted to explore Walden Pond and see for myself the large tree that fell right in front of my granddaughter and her parents who were out for a walk with my goddaughter, her husband and... https://t.co/5rY4x9FUmf",60,20,winter,0.41946445399312393,0.500198761259685,0.3498775825755317,0.7693420365686556,0.22896814158432247,positive,0.8188405797101449,0.0072992700729927005,0.18748840579006115
1211133158634250242,IHOLDSHIFT,621556484,5226,@Quatrohock3y I'm an IU fan. I actually hate OSU I just want good football. You don't want your kicker getting hit snap it back an extra few yards. You can't expect that guy to stop mid block attempt in less than a second. That's horseshit,1045,348,football,0.518401375867926,0.5699634843771219,0.47550975523467726,0.9939111311026032,0.23556415637412909,negative,0.28488372093023256,0.001937984496124031,0.06710839338565305
1211133161800978433,fisherw823,857240858235731968,43,YES CHEATING NOW THE AMERICAN WAY OF LIED FROM PRESIDENT TO FOOTBALL\SAD,8,2,0,0.16102765272566624,0.24807116331144924,0.08756393371783773,0.248591586443504,0.061995192611625304,positive,0.8429752066115702,0.004132231404958678,0.05226041030070893
1211133162908266497,m_loyd13,4836715239,63,@jackieOshea25 Whining?😂😂😂I couldn’t care less about either of these teams I’m simply watching and commenting on a football game,12,4,football,0.1912448110523599,0.2768657134922848,0.13070777574993042,0.32195258680229033,0.07278107213290584,negative,0.28488372093023256,0.001937984496124031,0.020734142642513873
1211133165303193601,ngpoulos,20722768,3979,"Ohio State vs. Clemson: Buckeyes lead, but Trevor Lawrence and the Tigers are rallying https://t.co/hq43Kq7dRP",795,265,0,0.4895267371115901,0.5433847863413175,0.44502770061736735,0.9345544377289574,0.2520914681100144,positive,0.8429752066115702,0.004132231404958678,0.21250685741505349
1211133165445636096,aelaaaaa23,3246698642,345,My winter bear is turning 24 tomorrow.,69,23,winter,0.4335070342414884,0.5124101861370192,0.36522305688392515,0.7987300911254136,0.23954395472721307,positive,0.8188405797101449,0.014598540145985401,0.19614831075489186
1211133165374509056,Word132,1181389294847574019,25,"@WhiteHouse Trump's Mar-A-Lago winter vacation pushes his taxpayer-funded golf tab past $118 million.

That amount is equivalent to 296 years of the $400,000 presidential salary that his supporters often boast he's not taking. https://t.co/JuZYuW6fRA via @svdate",5,1,winter,0.18282716334277427,0.285555347063988,0.07965671623846002,0.2624838795812343,0.07102463833919635,negative,0.18115942028985507,0.0072992700729927005,0.012866782307825427
1211133166284611584,tremaine_pitts,1057092713391251468,17,"@MACBulldogsFB I want to play some college football!!!!
https://t.co/wL2zYaLuDe",3,1,0,0.10159713725239482,0.18947726032467319,0.05524669112234278,0.1568438283747376,0.03939245837526319,positive,0.8429752066115702,0.004132231404958678,0.033206865737825164
1211133166091689984,BeforeChelsea,1174348659854663680,114,"Woah. I didn't realize some of these things happened so early in the decade. It feels like yesterday that they created the first synthetic genome and found the Higgs bozon. 

https://t.co/fZV3vbUpmo",22,7,0,0.22979047245961795,0.3110522851092318,0.16574007336702834,0.39553054582664626,0.10300769999708562,positive,0.8429752066115702,0.004132231404958678,0.08683293718762589
1211133167760887808,NatDex,3059297757,535,"Poochyena: A Pokémon with a persistent nature, it chases its chosen prey until the prey becomes exhausted.",107,35,nature,0.5469862882708281,0.6179557073354268,0.4802588640157479,1.027245152286576,0.34485953222388555,negative,0.25609756097560976,0.012195121951219513,0.08831768508172679
1211133170277597185,ahill1056aj,1038932284185960448,28,Top 10 football game I have watched all year gawwd damn!!!,5,1,football,0.13359511373858948,0.22416806239132583,0.056292774973408954,0.18988788871199844,0.03972372831548965,negative,0.28488372093023256,0.001937984496124031,0.01131664353173833
1211133171091333120,gennabeeee,24023077,176,"@noeydeschanel i hate it when i see people that have dog strollers and think its okay for them to be in target. no thanks, id rather see a service dog in target, then your little football",35,11,football,0.26719022747717897,0.3445873231171125,0.2018074873412055,0.4689977148183845,0.10770600182077528,negative,0.28488372093023256,0.001937984496124031,0.030683686565220865
1211133173247201281,SurvivinAmerica,46527860,26087,Why didn’t they specify nature of Dobbins injury? And isn’t it job of reporter to find out...?? 🤦🏾‍♀️,5217,1739,nature,1.0,1.0,1.0,2.0,0.6835459562851044,positive,0.7439024390243902,0.012195121951219513,0.5084915040657484
1211133178099818497,TJFlamson,4153202113,184,"@nytimes You forgot ""discredited race science we let our idiot columnists spew""",36,12,science,0.38635581874736313,0.4765048422664147,0.3109978725784058,0.697353691325769,0.2139377213168336,negative,0.19827586206896552,0.008620689655172414,0.04241868612316529
1211133180025200641,IAM_JamesM,471155282,1794,"@Sjoneshskr If you pay attention you see corruption anywhere. Any sort of abuse of power from those w/authority deemed corrupt. Sadly we've seen it get worse &amp; worse in football &amp; other sports. We must remain honorable, otherwise, why would anyone watch that sort of trash #shinesomelightonit",358,119,football,0.4386655335995,0.49880902760692813,0.38880803806454484,0.8274735716640449,0.19503662680841022,negative,0.28488372093023256,0.001937984496124031,0.05556275996286105
1211133180327149574,MAhealthforkids,857589911511281664,5619,"@truetomharley @SharylAttkisson @and_kell Do you rely on your memory for all medical advice? If your loved one gets pancreatic cancer &amp; you didn’t remember anyone who died from it, do you say “easy disease, don’t bother with a treatment because I don’t remember any bad things about it”?

Individual anecdotes =/= science.",1123,374,science,0.7516133274783726,0.7881041780851221,0.7186346114960376,1.4702479389744103,0.46228285396519775,negative,0.19827586206896552,0.008620689655172414,0.09165953138965129
